public_unit_id,family,seed,control_type,edited_object,delta_vx,delta_vy,M1,joint_pass,anchor_rmse,k1_rmse,t19_rmse
joint-efe7c8a0a11bb35094e0,M1,291301,sham,0,-0.1320015236735344,0.0660007618367672,0.3720632850924348,true,0.058787272515723354,0.06219195830085011,0.27800741045221494
joint-9ea456682d298ae62b43,M1,291301,sham,0,0.1320015236735344,0.1320015236735344,0.36848597408453393,false,0.07411906888815614,0.0750458371235367,0.2963190449888753
joint-7d924a87e8568d82b71b,M1,291301,sham,1,-0.0660007618367672,-0.1320015236735344,0.385349881260201,true,0.05168097182258418,0.05640331907338365,0.17125695332500443
joint-f012efad790d4bcb5275,M1,291301,sham,1,0.0660007618367672,-0.1320015236735344,0.32528937568627825,true,0.04700496691789463,0.05034255947425994,0.18917324875060207
joint-99a2122f162a74088f58,M1,291301,sham,0,0.1320015236735344,0.0660007618367672,0.36838176077059875,true,0.06047759795348784,0.06404682285430416,0.18759631904749122
joint-ce884c4d333127e8b6dc,M1,291301,sham,0,0.1320015236735344,-0.1320015236735344,0.3838793034145837,false,0.0712208232114594,0.07230674008324392,0.211039896714358
joint-50af49320c1511a0d6c6,M1,291301,sham,1,0.1320015236735344,0.1320015236735344,0.3876202922258802,true,0.0710190680514112,0.07379060766754603,0.31443986550161
joint-4664e26abb95085a572a,M1,291301,sham,1,-0.1320015236735344,-0.1320015236735344,0.4025945014967426,true,0.06517171761653408,0.06701806569549829,0.28642953916292524
joint-79aa8ba0c5489ddf2497,M1,291301,sham,1,0.0660007618367672,0.0660007618367672,0.202092410739208,true,0.03973748813268073,0.04076599873432005,0.16195143975397375
joint-d987f2e8f59153959f0b,M1,291301,sham,0,0.0660007618367672,-0.0660007618367672,0.17753822040029224,true,0.03728462456451573,0.03707021666287429,0.1509665543235434
joint-cb8130fb1c35fd8e7b18,M1,291301,sham,0,0.1320015236735344,0.1320015236735344,0.3556730360807153,true,0.07025278015012279,0.07150128481945663,0.21654465141203047
joint-d18a1d26ca0c2d035ee3,M1,291301,sham,1,-0.0660007618367672,0.0660007618367672,0.2177282243860314,true,0.04115540442600832,0.04007580402256979,0.16480278685614977
joint-da2f34f1c087e97b1afb,M1,291301,sham,0,-0.0660007618367672,0.0660007618367672,0.22598334580281196,true,0.04011641953745552,0.041513337940589215,0.12816519506248852
joint-d61e8bcf8b85f15c898a,M1,291301,sham,1,-0.0660007618367672,-0.0660007618367672,0.17406540639257,true,0.03229560129780136,0.03473508778847054,0.10651833058764998
joint-4de8fb543630717fe750,M1,291301,sham,1,0.0660007618367672,0.1320015236735344,0.36573464995923255,true,0.051682767782698334,0.053408489734323585,0.15965398552742588
joint-dc3cf8ce3539277e0726,M1,291301,sham,0,-0.0660007618367672,-0.1320015236735344,0.3900021255337038,true,0.06260570411173791,0.06259638113923881,0.29605109519061806
joint-afc74f4446a723051311,M1,291301,sham,0,0.1320015236735344,0.0660007618367672,0.3564620479774718,true,0.057950334212483114,0.0607346906302562,0.19876049429294465
joint-b8e91cf056a2850aa06d,M1,291301,sham,1,0.1320015236735344,0.1320015236735344,0.38558688822693943,true,0.06629795841384357,0.0690148117376763,0.31164816479731455
joint-1f313d8436034e3c8a2f,M1,291301,sham,0,0.0660007618367672,-0.0660007618367672,0.1940805274586248,true,0.03740071963267059,0.03746156632161641,0.10957665093469843
joint-86283058a19cd7794f47,M1,291301,sham,1,-0.1320015236735344,0.1320015236735344,0.3269824908211845,true,0.05895174539543313,0.06276149326444971,0.29578457132563946
joint-a5ed81533299a3f553ae,M1,291301,sham,1,0.0660007618367672,0.1320015236735344,0.41201314419531376,false,0.06049260581856957,0.05994947594779601,0.17964822887569928
joint-1b3125f558c72b1ea5e4,M1,291301,sham,1,-0.0660007618367672,0.1320015236735344,0.30704798102601466,true,0.04546469471532319,0.04781402765932548,0.15476241949823152
joint-3dcb938aa6f788013529,M1,291301,sham,0,-0.0660007618367672,-0.0660007618367672,0.13680656816906261,true,0.027387208117227807,0.030588305913709275,0.1293248117693207
joint-f3d0c584cd58125ec9bd,M1,291301,sham,0,-0.0660007618367672,-0.1320015236735344,0.3148886969937586,true,0.049488242547815364,0.053942313740707494,0.20467847610023676
joint-a4fe2bd135f56d3a3b4d,M1,291301,sham,0,-0.1320015236735344,-0.0660007618367672,0.36011637010427633,true,0.05984749030105806,0.06434110520292358,0.204955623779558
joint-baf9ad5b2a0e2663433b,M1,291301,sham,0,0.1320015236735344,0.1320015236735344,0.33770817189659885,true,0.06659169392087695,0.06559768303388086,0.2953536142298224
joint-63dd4abeb6e1325c7806,M1,291301,sham,0,-0.1320015236735344,0.1320015236735344,0.3742920466570807,true,0.070575832619622,0.07175164964444042,0.22380103692750442
joint-89a8114aac92bfca40db,M1,291301,sham,0,0.0660007618367672,0.1320015236735344,0.33960735868315073,true,0.05745966484470303,0.05744924334962473,0.20044671267875047
joint-fdd9add87d3e0887f0db,M1,291301,sham,0,-0.0660007618367672,-0.0660007618367672,0.1572679340453663,true,0.03018204932516596,0.02816127917591456,0.08965919582335612
joint-8deb233befdaaa44244e,M1,291301,sham,0,-0.0660007618367672,-0.1320015236735344,0.38611776223880456,true,0.0602872664020119,0.06601550288285785,0.29730166791898444
joint-750a25537e1c577ecb17,M1,291301,sham,0,0.1320015236735344,0.0660007618367672,0.3397017898169868,true,0.055749886467446295,0.05731633304762171,0.2671878765665822
joint-d20c3c92116f8fce3c1e,M1,291301,sham,0,-0.1320015236735344,-0.0660007618367672,0.36600916604864725,true,0.06025636322234489,0.05932814823766813,0.2900450626499615
joint-83912571774477870e69,M1,291301,sham,0,0.1320015236735344,-0.0660007618367672,0.31233093376431537,true,0.051900728588142986,0.05695947072859137,0.1734308649973705
joint-0b091357d2bc89169b82,M1,291301,sham,0,0.1320015236735344,-0.1320015236735344,0.4042252132707372,false,0.078430045832584,0.08213667003294652,0.3267173509405797
joint-79a2726c7c85c127d89d,M1,291301,sham,0,-0.1320015236735344,-0.1320015236735344,0.39496827906429444,true,0.0727273045321477,0.07374869672820904,0.3289566764389967
joint-ff0e8b614b34aecce4b3,M1,291301,sham,1,0.0660007618367672,0.1320015236735344,0.3396501821082405,true,0.04883481871376767,0.050703157753088784,0.17195195322029788
joint-a6e0056491e5774f3780,M1,291301,sham,0,0.0660007618367672,-0.1320015236735344,0.43752821140011433,true,0.06847996174605873,0.06929105257101154,0.2448133646235443
