family,seed,public_unit_id,E_full_oracle,E_request_oracle,E_base_oracle,coefficient_decomposition_residual,hidden_decomposition_residual
M1,291302,joint-a4fe2bd135f56d3a3b4d,0.784528576387491,0.7939023554620512,1.706064306831427,0.0,8.890608249600973e-09
M1,291302,joint-baf9ad5b2a0e2663433b,0.9994311314002269,0.9850269072663037,1.7494647670583785,0.0,9.841212289529722e-08
M1,291302,joint-63dd4abeb6e1325c7806,0.7615474972676266,0.8405173674317697,1.9800575530967137,2.384185791015625e-07,6.560958176748954e-08
M1,291302,joint-89a8114aac92bfca40db,0.14875541333894376,0.06957639104433291,1.9552549856537433,0.0,1.3461844083906271e-08
M1,291302,joint-fdd9add87d3e0887f0db,0.1297427104472977,0.17033425656495763,1.4735052217174092,0.0,3.556243299840389e-08
M1,291302,joint-8deb233befdaaa44244e,0.8038107053500704,0.7575261873031212,1.5317379740347894,0.0,4.3468099120147485e-08
M1,291302,joint-750a25537e1c577ecb17,0.27078329510898486,0.3244174525662914,1.8833158035128752,0.0,3.388566049977726e-08
M1,291302,joint-d20c3c92116f8fce3c1e,0.23092422815942085,0.4436569549639144,1.306509604404416,0.0,2.924434561180078e-08
M1,291302,joint-83912571774477870e69,0.3613837734121413,0.21288961582222718,1.2719956602515063,0.0,2.8075692881657233e-08
M1,291302,joint-0b091357d2bc89169b82,0.4213139380487687,0.5389313633031215,1.653151080747278,0.0,1.4037846440828616e-08
M1,291302,joint-79a2726c7c85c127d89d,0.21175267162564365,0.3548544571310757,1.5573810918338822,0.0,3.9249015593156855e-08
M1,291302,joint-ff0e8b614b34aecce4b3,0.4454506199350295,0.5955514370490252,1.378393090619495,5.960464477539063e-08,2.6291650634391317e-08
M1,291302,joint-a6e0056491e5774f3780,0.32462457274637924,0.47866780303699,1.53875008432027,2.384185791015625e-07,4.920606144764861e-08
M1,291302,joint-009541860623d2bb9f1f,0.5872986265832911,0.682896241049323,1.9923777733231178,0.0,4.7795976954034813e-08
M1,291302,joint-ffe811f4bd9985f39189,0.23202692747858308,0.32534572188808697,1.7172132058282479,3.725290298461914e-09,4.791122587555208e-08
M1,291302,joint-08c462a1ad92c4ade964,0.24230497956897182,0.12876891760974093,1.3268495451206397,0.0,1.4037846440828616e-08
M1,291302,joint-2ce56f0ea0683dcda2f5,0.2177721326078922,0.3356842447547523,1.1237382774527644,2.384185791015625e-07,4.9395171286548134e-08
M1,291302,joint-e8e45e1d9d7dc3a06a25,0.13159233139388257,0.09743197014573529,1.659852832388236,0.0,4.355731597627255e-08
M1,291302,joint-cf92d455cc3ba4b96312,1.2051210580981015,1.1647532571575618,1.6834324938275154,0.0,5.1871220957400155e-08
M1,291303,joint-2a931d7a53cb9c33974d,0.9346862686207037,1.4057871332748142,1.0733864839802059,1.4901161193847656e-08,2.933021381323897e-09
